"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Jute","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Gujarat","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Gujarat","Total","","","","","","0.00","","","","","","","","",""
"Jute","Haryana","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Haryana","Total","","","","","","0.00","","","","","","","","",""
"Jute","Himachal Pradesh","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Himachal Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Jute","Jammu And Kashmir","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Jharkhand","Kharif","0.00","","","0.03","0.03","0.00","","","0.48","0.48","0.00","","","2731.00","2790.00"
"Jute","Jharkhand","Total","0.00","","","0.03","0.03","0.00","","","0.48","0.48","0.00","","","2731.00","2790.00"
"Jute","Karnataka","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Karnataka","Total","","","","","","0.00","","","","","","","","",""
"Jute","Kerala","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Kerala","Total","","","","","","0.00","","","","","","","","",""
"Jute","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Lakshadweep","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Lakshadweep","Total","","","","","","0.00","","","","","","","","",""
"Jute","Madhya Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Madhya Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Maharashtra","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Maharashtra","Total","","","","","","0.00","","","","","","","","",""
"Jute","Manipur","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Manipur","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Meghalaya","Kharif","0.07","0.03","0.03","0.03","","0.69","0.29","0.29","0.29","","1848.00","1581.00","1581.00","1581.00",""
"Jute","Meghalaya","Total","0.07","0.03","0.03","0.03","","0.69","0.29","0.29","0.29","","1848.00","1581.00","1581.00","1581.00",""
"Jute","Mizoram","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Mizoram","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute","Nagaland","Kharif","0.00","0.03","0.03","0.03","","0.01","0.31","0.33","0.33","","2179.00","1908.00","1908.00","1905.00",""
"Jute","Nagaland","Total","0.00","0.03","0.03","0.03","","0.01","0.31","0.33","0.33","","2179.00","1908.00","1908.00","1905.00",""
"Jute","Odisha","Kharif","0.03","0.03","0.03","0.02","0.05","0.49","0.33","0.40","0.28","0.60","2544.00","2333.00","2620.00","2806.00","2292.00"
"Jute","Odisha","Total","0.03","0.03","0.03","0.02","0.05","0.49","0.33","0.40","0.28","0.60","2544.00","2333.00","2620.00","2806.00","2292.00"
"Jute","Puducherry","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Puducherry","Total","","","","","","0.00","","","","","","","","",""
"Jute","Punjab","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Punjab","Total","","","","","","0.00","","","","","","","","",""
"Jute","Rajasthan","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Rajasthan","Total","","","","","","0.00","","","","","","","","",""
"Jute","Sikkim","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Sikkim","Total","","","","","","0.00","","","","","","","","",""
"Jute","Tamil Nadu","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Tamil Nadu","Total","","","","","","0.00","","","","","","","","",""
"Jute","Telangana","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Telangana","Total","","","","","","0.00","","","","","","","","",""
"Jute","Tripura","Kharif","0.00","0.00","0.00","0.00","","0.04","0.02","0.02","0.03","","1619.00","907.00","907.00","1619.00",""
"Jute","Tripura","Total","0.00","0.00","0.00","0.00","","0.04","0.02","0.02","0.03","","1619.00","907.00","907.00","1619.00",""
"Jute","Uttar Pradesh","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Uttar Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Jute","Uttarakhand","Kharif","","","","","","0.00","","","","","","","","",""
"Jute","Uttarakhand","Total","","","","","","0.00","","","","","","","","",""
"Jute","West Bengal","Kharif","5.06","5.04","4.79","4.20","3.96","81.83","75.75","77.04","68.73","64.77","2911.00","2707.00","2894.00","2948.00","2948.00"
"Jute","West Bengal","Total","5.06","5.04","4.79","4.20","3.96","81.83","75.75","77.04","68.73","64.77","2911.00","2707.00","2894.00","2948.00","2948.00"
"Jute","Others","Kharif","","","","","0.07","","","","","0.65","","","","","1733.00"
"Jute","Others","Total","","","","","0.07","","","","","0.65","","","","","1733.00"
"Jute","All India","Kharif","6.29","6.19","5.98","5.44","5.19","97.62","89.89","92.52","84.88","81.27","2793.00","2614.00","2783.00","2807.00","2819.00"
"Jute","All India","Total","6.29","6.19","5.98","5.44","5.19","97.62","89.89","92.52","84.88","81.27","2793.00","2614.00","2783.00","2807.00","2819.00"
"Mesta","Andaman And Nicobar Islands","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Andaman And Nicobar Islands","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Andhra Pradesh","Kharif","0.01","0.01","0.01","0.00","","0.11","0.11","0.08","0.04","","1978.00","2039.00","2151.00","2300.00",""
"Mesta","Andhra Pradesh","Total","0.01","0.01","0.01","0.00","","0.11","0.11","0.08","0.04","","1978.00","2039.00","2151.00","2300.00",""
"Mesta","Arunachal Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Assam","Kharif","0.03","0.03","0.03","0.03","0.02","0.18","0.21","0.16","0.18","0.13","1113.00","1253.00","1015.00","1165.00","1179.00"
"Mesta","Assam","Total","0.03","0.03","0.03","0.03","0.02","0.18","0.21","0.16","0.18","0.13","1113.00","1253.00","1015.00","1165.00","1179.00"
"Mesta","Bihar","Kharif","0.13","0.12","0.14","0.06","0.05","1.39","1.43","2.00","0.83","0.55","1982.00","2139.00","2636.00","2629.00","2171.00"
"Mesta","Bihar","Total","0.13","0.12","0.14","0.06","0.05","1.39","1.43","2.00","0.83","0.55","1982.00","2139.00","2636.00","2629.00","2171.00"
"Mesta","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Chhattisgarh","Kharif","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.00","352.00","345.00","395.00","386.00","395.00"
"Mesta","Chhattisgarh","Total","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.00","352.00","345.00","395.00","386.00","395.00"
"Mesta","Dadra And Nagar Haveli","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Dadra And Nagar Haveli","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Gujarat","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Gujarat","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Haryana","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Haryana","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Himachal Pradesh","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Himachal Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Jammu And Kashmir","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Jharkhand","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Jharkhand","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Karnataka","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Karnataka","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Kerala","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Kerala","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Madhya Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Madhya Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Maharashtra","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Maharashtra","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Manipur","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Manipur","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Meghalaya","Kharif","0.04","0.04","0.04","0.04","","0.26","0.26","0.26","0.26","","1063.00","1050.00","1050.00","1050.00",""
"Mesta","Meghalaya","Total","0.04","0.04","0.04","0.04","","0.26","0.26","0.26","0.26","","1063.00","1050.00","1050.00","1050.00",""
"Mesta","Mizoram","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Mizoram","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Nagaland","Kharif","0.00","0.01","0.02","0.01","","0.00","0.10","0.10","0.09","","1100.00","1229.00","1150.00","1132.00",""
"Mesta","Nagaland","Total","0.00","0.01","0.02","0.01","","0.00","0.10","0.10","0.09","","1100.00","1229.00","1150.00","1132.00",""
"Mesta","Odisha","Kharif","0.04","0.04","0.04","0.03","0.03","0.18","0.18","0.18","0.16","0.13","895.00","896.00","896.00","861.00","896.00"
"Mesta","Odisha","Total","0.04","0.04","0.04","0.03","0.03","0.18","0.18","0.18","0.16","0.13","895.00","896.00","896.00","861.00","896.00"
"Mesta","Puducherry","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Puducherry","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Punjab","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Punjab","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Rajasthan","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Rajasthan","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Sikkim","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Sikkim","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Tamil Nadu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Tamil Nadu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Telangana","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Telangana","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Mesta","Tripura","Kharif","0.00","0.00","0.00","0.00","","0.03","0.01","0.01","0.02","","1579.00","881.00","881.00","1615.00",""
"Mesta","Tripura","Total","0.00","0.00","0.00","0.00","","0.03","0.01","0.01","0.02","","1579.00","881.00","881.00","1615.00",""
"Mesta","Uttar Pradesh","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Uttar Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Mesta","Uttarakhand","Kharif","","","","","","0.00","","","","","","","","",""
"Mesta","Uttarakhand","Total","","","","","","0.00","","","","","","","","",""
"Mesta","West Bengal","Kharif","0.13","0.13","0.12","0.12","0.08","1.71","1.72","1.62","1.55","0.99","2448.00","2452.00","2448.00","2362.00","2362.00"
"Mesta","West Bengal","Total","0.13","0.13","0.12","0.12","0.08","1.71","1.72","1.62","1.55","0.99","2448.00","2452.00","2448.00","2362.00","2362.00"
"Mesta","Others","Kharif","","","","","0.06","","","","","0.36","","","","","1085.00"
"Mesta","Others","Total","","","","","0.06","","","","","0.36","","","","","1085.00"
"Mesta","All India","Kharif","0.38","0.39","0.39","0.30","0.23","3.87","4.03","4.41","3.13","2.15","1831.00","1871.00","2033.00","1864.00","1705.00"
"Mesta","All India","Total","0.38","0.39","0.39","0.30","0.23","3.87","4.03","4.41","3.13","2.15","1831.00","1871.00","2033.00","1864.00","1705.00"
"Jute & Mesta","Andaman And Nicobar Islands","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Andaman And Nicobar Islands","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Andhra Pradesh","Kharif","0.01","0.01","0.01","0.00","","0.11","0.11","0.08","0.04","","1978.00","2039.00","2151.00","2300.00",""
"Jute & Mesta","Andhra Pradesh","Total","0.01","0.01","0.01","0.00","","0.11","0.11","0.08","0.04","","1978.00","2039.00","2151.00","2300.00",""
"Jute & Mesta","Arunachal Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Assam","Kharif","0.64","0.61","0.60","0.62","0.60","7.62","7.09","6.73","7.29","7.06","2127.00","2094.00","2037.00","2107.00","2118.00"
"Jute & Mesta","Assam","Total","0.64","0.61","0.60","0.62","0.60","7.62","7.09","6.73","7.29","7.06","2127.00","2094.00","2037.00","2107.00","2118.00"
"Jute & Mesta","Bihar","Kharif","0.64","0.60","0.67","0.59","0.55","8.52","7.73","9.86","8.46","8.38","2409.00","2309.00","2661.00","2581.00","2725.00"
"Jute & Mesta","Bihar","Total","0.64","0.60","0.67","0.59","0.55","8.52","7.73","9.86","8.46","8.38","2409.00","2309.00","2661.00","2581.00","2725.00"
"Jute & Mesta","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Chhattisgarh","Kharif","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.00","352.00","345.00","395.00","386.00","395.00"
"Jute & Mesta","Chhattisgarh","Total","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.00","352.00","345.00","395.00","386.00","395.00"
"Jute & Mesta","Dadra And Nagar Haveli","Kharif","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Dadra And Nagar Haveli","Total","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Gujarat","Kharif","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Gujarat","Total","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Haryana","Kharif","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Haryana","Total","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Himachal Pradesh","Kharif","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Himachal Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Jammu And Kashmir","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Jharkhand","Kharif","0.00","","","0.03","0.03","0.00","","","0.48","0.48","0.00","","","2731.00","2790.00"
"Jute & Mesta","Jharkhand","Total","0.00","","","0.03","0.03","0.00","","","0.48","0.48","0.00","","","2731.00","2790.00"
"Jute & Mesta","Karnataka","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Karnataka","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Kerala","Kharif","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Kerala","Total","","","","","","0.00","","","","","","","","",""
"Jute & Mesta","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Madhya Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Madhya Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Maharashtra","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Jute & Mesta","Maharashtra","Total","0.00","","","","","0.00","","","","","0.00","","","",""
