N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
12,27,26,5.32307197,38,96.23520043,45.5661059,29.09382275,mango,Unknown,Any,Any,Any,NPK,Compost,None
7,28,35,4.66910839,39,96.63721027,46.78393776,30.02086169,mango,Unknown,Any,Any,Any,NPK,Compost,None
0,36,26,5.101206389,39,96.38808001,51.25786185,34.13072188,mango,Unknown,Any,Any,Any,NPK,Compost,None
26,35,31,5.339556562,39,98.05089394,53.05980465,33.44619894,mango,Unknown,Any,Any,Any,NPK,Compost,None
27,21,30,5.061081874,36,91.22881052,52.48823147,35.3915464,mango,Unknown,Any,Any,Any,NPK,Compost,None
22,38,31,5.8211060360000015,39,98.57025046,53.06009323,31.53356352,mango,Unknown,Any,Any,Any,NPK,Compost,None
22,18,31,5.956027059,36,90.38503469,47.93791463,30.764551500000003,mango,Unknown,Any,Any,Any,NPK,Compost,None
28,23,28,5.676032581,38,96.08745082,50.09831810000001,30.01821337,mango,Unknown,Any,Any,Any,NPK,Compost,None
7,31,27,6.524114355,38,94.67344737,47.59319575,31.32863689,mango,Unknown,Any,Any,Any,NPK,Compost,None
29,34,26,6.2739536760000005,36,89.29147581,54.39416048,33.88004781,mango,Unknown,Any,Any,Any,NPK,Compost,None
8,37,33,6.128167757000001,39,97.45373619,54.9640534,28.07802689,mango,Unknown,Any,Any,Any,NPK,Compost,None
39,16,27,4.934964765,37,91.54560427,52.94641947,35.53845018,mango,Unknown,Any,Any,Any,NPK,Compost,None
40,24,25,5.445008416,38,95.8946444,50.44030129,28.70595247,mango,Unknown,Any,Any,Any,NPK,Compost,None
19,38,26,4.525722333,37,93.17221967,48.77926304,31.48451729,mango,Unknown,Any,Any,Any,NPK,Compost,None
21,21,30,5.403908327999999,40,100.7720705,51.41593238,27.69819273,mango,Unknown,Any,Any,Any,NPK,Compost,None
22,18,33,6.621623545,38,93.92375879,52.48100602,30.41235793,mango,Unknown,Any,Any,Any,NPK,Compost,None
31,20,30,6.207495815,37,91.88766069,54.01352682,32.17752026,mango,Unknown,Any,Any,Any,NPK,Compost,None
18,26,31,5.418475257000001,36,91.10190759,47.74916499,32.611261400000004,mango,Unknown,Any,Any,Any,NPK,Compost,None
24,130,195,6.112305667,27,67.12534492,81.54156612,29.99677232,grapes,Unknown,Any,Any,Any,NPK,Compost,None
13,144,204,6.092241627000001,27,68.38135469,82.42614055,30.7280404,grapes,Unknown,Any,Any,Any,NPK,Compost,None
22,123,205,5.896343436,27,68.73932528,83.88504863,32.44577836,grapes,Unknown,Any,Any,Any,NPK,Compost,None
36,125,196,6.15526103,27,66.83872293,80.65968681,37.46566825,grapes,Unknown,Any,Any,Any,NPK,Compost,None
24,131,196,5.732453638,26,65.34440794,83.74372787,22.03296178,grapes,Unknown,Any,Any,Any,NPK,Compost,None
2,123,198,6.253034534,28,70.39906054,82.21079946,39.64851881,grapes,Unknown,Any,Any,Any,NPK,Compost,None
35,140,197,6.106190557000001,27,66.76285469,82.75241875,16.77557314,grapes,Unknown,Any,Any,Any,NPK,Compost,None
11,122,195,5.647202395,28,69.63122027,83.56812483,12.14190714,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,123,203,6.130310493,27,66.77844567,81.62497448,12.7567962,grapes,Unknown,Any,Any,Any,NPK,Compost,None
17,134,204,6.499604931,30,73.88467027,80.18393287,39.04071989,grapes,Unknown,Any,Any,Any,NPK,Compost,None
25,130,197,5.554831977,30,74.91506217,82.68593454,39.70772192,grapes,Unknown,Any,Any,Any,NPK,Compost,None
27,145,205,5.800242694,26,66.02765219,82.29335466,9.467960445,grapes,Unknown,Any,Any,Any,NPK,Compost,None
9,122,201,5.570290539,27,68.06417307,80.91934392,29.58748357,grapes,Unknown,Any,Any,Any,NPK,Compost,None
16,139,203,6.27564088,26,65.84748763,80.96093443,17.82803682,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,141,204,5.536645599,27,67.235765,82.89753705,8.825674745,grapes,Unknown,Any,Any,Any,NPK,Compost,None
22,138,195,6.208196881,29,73.02882766,83.51444973,27.83487131,grapes,Unknown,Any,Any,Any,NPK,Compost,None
31,144,202,5.870600622,27,68.23963161,80.55557235,11.02105378,grapes,Unknown,Any,Any,Any,NPK,Compost,None
3,136,205,6.334771461,29,71.40654520000002,80.84806564,17.5862944,grapes,Unknown,Any,Any,Any,NPK,Compost,None
28,122,197,5.856575335,28,69.66256816,82.73366439,19.89363946,grapes,Unknown,Any,Any,Any,NPK,Compost,None
4,136,204,5.898944282,26,65.52279323,81.77713468,29.93707596,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,145,201,5.775600435,29,72.24230804,80.58931938,36.73126647,grapes,Unknown,Any,Any,Any,NPK,Compost,None
38,132,197,5.931101816,27,66.93065667,81.54185044,20.42094753,grapes,Unknown,Any,Any,Any,NPK,Compost,None
36,133,198,6.2286454,28,69.17281221,83.98351748,25.51939719,grapes,Unknown,Any,Any,Any,NPK,Compost,None
25,121,201,5.594240602999999,28,70.08200379,82.71775569,30.50734778,grapes,Unknown,Any,Any,Any,NPK,Compost,None
15,125,199,5.569230319,28,69.75734306,80.55625868,18.426993600000007,grapes,Unknown,Any,Any,Any,NPK,Compost,None
24,140,205,5.93202852,27,68.66813363,83.59398734,12.087022,grapes,Unknown,Any,Any,Any,NPK,Compost,None
13,132,203,6.423216506,29,73.23901752,82.48336987,23.60115364,grapes,Unknown,Any,Any,Any,NPK,Compost,None
5,126,197,6.417500829,27,67.10439401,81.20876367,12.80000387,grapes,Unknown,Any,Any,Any,NPK,Compost,None
30,120,200,6.234904253,26,65.70148216,82.24729637,38.06099482,grapes,Unknown,Any,Any,Any,NPK,Compost,None
23,142,197,6.000573725,28,69.30772897,82.03812973,39.06555518,grapes,Unknown,Any,Any,Any,NPK,Compost,None
26,135,203,5.6851027689999984,30,74.53557341,81.16314317,33.78372897,grapes,Unknown,Any,Any,Any,NPK,Compost,None
7,126,203,5.662140095,29,73.28712806,82.00335557,16.76201707,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,139,198,6.358186848,27,66.53946559,82.66850729,35.89307536,grapes,Unknown,Any,Any,Any,NPK,Compost,None
9,141,202,6.119495295,27,66.38448261,81.17931863,21.01245395,grapes,Unknown,Any,Any,Any,NPK,Compost,None
20,142,196,6.207600782999999,27,68.69420397,80.01639435,10.89875873,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,129,201,6.48754639,29,71.55665483,83.00471609,16.36251869,grapes,Unknown,Any,Any,Any,NPK,Compost,None
3,134,199,5.81717753,28,71.06611222,81.32235739,20.28370163,grapes,Unknown,Any,Any,Any,NPK,Compost,None
38,138,204,6.325480034,29,73.01026829,83.25447587,25.11108456,grapes,Unknown,Any,Any,Any,NPK,Compost,None
14,131,198,5.562790949,27,67.92204319,83.86742974,33.4641162,grapes,Unknown,Any,Any,Any,NPK,Compost,None
20,122,204,6.487369687,26,65.06962486,80.86325389,11.7976469,grapes,Unknown,Any,Any,Any,NPK,Compost,None
40,126,201,6.116982944,28,71.18289431,80.03100049,11.36300891,grapes,Unknown,Any,Any,Any,NPK,Compost,None
36,128,204,5.695792761,27,67.03840888,80.68700527,25.23542319,grapes,Unknown,Any,Any,Any,NPK,Compost,None
11,132,197,5.7343170070000005,30,74.40198861,81.23966573,15.99050693,grapes,Unknown,Any,Any,Any,NPK,Compost,None
0,137,195,6.329499832000001,26,65.3973168,80.18612085,22.4359017,grapes,Unknown,Any,Any,Any,NPK,Compost,None
19,123,200,6.167013532,26,65.70430027,81.03544763,34.76086052,grapes,Unknown,Any,Any,Any,NPK,Compost,None
31,136,197,5.653776057999999,29,71.43001582,83.34010951,31.11047251,grapes,Unknown,Any,Any,Any,NPK,Compost,None
4,134,200,5.840256272,29,73.34232097,80.95628959,28.57828803,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,139,201,5.5399808120000005,27,68.68895899,81.01783402,41.18664903,grapes,Unknown,Any,Any,Any,NPK,Compost,None
8,127,196,5.833302165,28,70.95666003,83.17093908,27.02766138,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,138,203,6.399433771,30,74.62834921,82.33098331,21.19339319,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,120,204,6.138958698,27,67.39173790000001,83.44518113,10.38004759,grapes,Unknown,Any,Any,Any,NPK,Compost,None
12,142,203,5.972850837999999,26,65.01095312,82.56407013,31.3115978,grapes,Unknown,Any,Any,Any,NPK,Compost,None
8,133,195,6.456079585,29,71.29813872,80.97598029,20.46657776,grapes,Unknown,Any,Any,Any,NPK,Compost,None
8,139,199,6.3364266670000005,26,66.13442813,81.53996362,29.36947679,grapes,Unknown,Any,Any,Any,NPK,Compost,None
21,134,202,6.425419926,26,65.29821120000001,80.02130636,10.72302459,grapes,Unknown,Any,Any,Any,NPK,Compost,None
40,140,195,6.2943956760000015,29,71.63437433,80.49979873,14.97846952,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,127,202,6.477768039,29,71.60102999,81.67215994,15.3246651,grapes,Unknown,Any,Any,Any,NPK,Compost,None
19,120,195,5.931538447,29,73.55807954,81.12109244,18.73932187,grapes,Unknown,Any,Any,Any,NPK,Compost,None
21,139,201,5.980598579,27,67.15094741,83.36094029,19.3642553,grapes,Unknown,Any,Any,Any,NPK,Compost,None
17,136,195,6.389783283,26,65.90227462,81.61051026,41.20733624,grapes,Unknown,Any,Any,Any,NPK,Compost,None
33,139,203,5.693287415,28,70.68098614,82.51034633,33.34214482,grapes,Unknown,Any,Any,Any,NPK,Compost,None
22,133,201,6.00299607,27,67.27398640000001,80.12211649,23.81995682,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,130,196,6.372959542,30,74.03030056,81.24995984,40.66012294,grapes,Unknown,Any,Any,Any,NPK,Compost,None
37,135,205,5.5109248489999985,30,74.10225057,80.2827185,11.82768186,grapes,Unknown,Any,Any,Any,NPK,Compost,None
15,140,195,5.69945282,26,65.80006004,83.54193816,13.28504331,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,132,196,5.778594403,29,73.67984885,83.32560104,35.83089092,grapes,Unknown,Any,Any,Any,NPK,Compost,None
40,121,199,6.315586313,26,66.05911698,81.03886263,26.18159716,grapes,Unknown,Any,Any,Any,NPK,Compost,None
40,132,202,5.9718130060000005,28,69.706113,80.70695797,24.57558351,grapes,Unknown,Any,Any,Any,NPK,Compost,None
29,142,203,5.891195653,27,66.48490371,83.71498986,29.67229086,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,121,199,6.129812716,30,74.08101744,81.25353895,39.37102553,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,140,205,6.313085601,28,69.8671263,82.92903419,17.66558428,grapes,Unknown,Any,Any,Any,NPK,Compost,None
8,120,196,6.053662544,28,69.81855775,82.66396666,24.06679352,grapes,Unknown,Any,Any,Any,NPK,Compost,None
34,133,202,5.804799142,30,74.82144653,80.09711412,15.31413469,grapes,Unknown,Any,Any,Any,NPK,Compost,None
35,135,199,6.400719746,28,69.39630398,80.54942557,21.77466746,grapes,Unknown,Any,Any,Any,NPK,Compost,None
16,145,199,5.953966361,28,69.30927185,80.76838926,26.91624843,grapes,Unknown,Any,Any,Any,NPK,Compost,None
8,136,201,5.6092559920000005,30,74.19664838,82.22118237,41.65602996,grapes,Unknown,Any,Any,Any,NPK,Compost,None
25,129,195,5.777271492000001,29,72.37127689,81.17712085,17.98667801,grapes,Unknown,Any,Any,Any,NPK,Compost,None
16,130,201,5.682395429,28,68.8503047,82.79092939,29.12033769,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,129,203,5.863996687,28,71.03001556,83.18392806,34.38922481,grapes,Unknown,Any,Any,Any,NPK,Compost,None
38,135,203,6.444373116,28,69.92107482,82.79782954,41.36106301,grapes,Unknown,Any,Any,Any,NPK,Compost,None
33,120,205,5.550832177999999,28,69.71518491,82.26890793,35.12158265,grapes,Unknown,Any,Any,Any,NPK,Compost,None
35,125,204,6.107741787999999,29,73.69529586,80.15215777,19.6491772,grapes,Unknown,Any,Any,Any,NPK,Compost,None
1,132,200,5.620745638,27,66.57462809,82.94270065,16.27852801,grapes,Unknown,Any,Any,Any,NPK,Compost,None
39,140,203,6.349875906,28,69.27779761,80.63399198,21.11903604,grapes,Unknown,Any,Any,Any,NPK,Compost,None
28,145,202,6.484323189,27,66.83113717,82.90428409999998,19.2077707,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,128,200,5.838748311,28,70.31782647,82.57813624,25.96308415,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,139,199,6.29099842,30,74.10919422,81.6212135,25.67385024,grapes,Unknown,Any,Any,Any,NPK,Compost,None
29,122,196,5.638328481,29,73.06862952,81.15595212,41.94865736,grapes,Unknown,Any,Any,Any,NPK,Compost,None
37,144,197,6.415555956,27,66.34234944,80.8084305,11.18994268,grapes,Unknown,Any,Any,Any,NPK,Compost,None
38,120,197,6.323722572,30,73.77063744,82.94703302,17.5438296,grapes,Unknown,Any,Any,Any,NPK,Compost,None
38,141,198,5.757009965,28,70.75633584,80.28297993,13.05809741,grapes,Unknown,Any,Any,Any,NPK,Compost,None
14,121,203,6.1586894060000015,30,74.46411148,83.74765639,9.724457611,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,125,204,5.7335398070000005,28,69.92092839,82.93262435,27.92004934,grapes,Unknown,Any,Any,Any,NPK,Compost,None
32,138,197,5.908724337000001,28,69.44115171,80.73112694,9.535585543,grapes,Unknown,Any,Any,Any,NPK,Compost,None
11,124,204,6.361141107000001,29,71.40043037,80.06633966,13.42988625,grapes,Unknown,Any,Any,Any,NPK,Compost,None
23,138,200,5.96537863,27,68.42802444,80.22631717,9.851242629,grapes,Unknown,Any,Any,Any,NPK,Compost,None
40,143,201,6.476757723,27,66.70016285,82.72828653,24.97256132,grapes,Unknown,Any,Any,Any,NPK,Compost,None
6,142,202,6.224542938,28,70.42508897,82.94573346,27.23708304,grapes,Unknown,Any,Any,Any,NPK,Compost,None
37,124,195,6.209928251,27,66.5964488,83.4795292,18.70679077,grapes,Unknown,Any,Any,Any,NPK,Compost,None
35,134,204,5.841138354,26,66.00817551,82.55138983,9.949929082,grapes,Unknown,Any,Any,Any,NPK,Compost,None
119,25,51,6.283818329,21,53.65742581,80.92254421,26.47330219,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
119,19,55,6.818261382999999,19,46.87420883,83.44621709,25.18780042,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
105,30,50,6.37620108,23,57.04147057,81.77527562,25.29954705,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
114,8,50,6.581587932000001,23,57.95826144,88.30866319,24.74631269,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
93,22,52,6.932739726,17,41.87540028,81.32563243,26.58740671,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
80,26,55,6.140099215,20,49.11618732,88.989272,24.53442564,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
85,27,45,6.467095849,23,57.79652846,88.7285657,26.0713757,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
85,22,53,6.849471704,24,59.46338556,89.77076659,25.96534238,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
82,22,45,6.512196212,22,54.60159289,85.34866045,26.22338015,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
118,13,54,6.039584629,18,44.07843475,89.81574032,24.41311871,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
83,25,53,6.057697106,23,57.72799157,80.04678201,26.49195283,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
86,15,47,6.423898762,22,53.78929956,84.18406764,24.04355803,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
101,10,47,6.936997681,23,57.57343233,83.31883376,25.5421695,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
119,9,50,6.251286661,16,40.794305,83.9195902,26.74550678,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
104,17,46,6.190015912000001,17,43.08961827,80.22972777,25.7131428,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
95,12,51,6.681606702000001,18,44.22066914,84.17269959999999,25.76484262,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
102,14,52,6.51075991,23,57.74091817,89.64815231,26.79489868,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
109,21,55,6.770278088,23,57.44942094,89.73524177,24.9004602,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
81,18,50,6.429788072999999,24,58.79889057,88.22874955,26.80750629,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
103,17,51,6.209888345,18,44.20656987,80.02621335,25.11189154,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
105,14,50,6.419052193,24,59.65590798,87.68839820000002,26.2148837,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
97,8,52,6.237861736,20,49.48575692,86.97190046,24.9103226,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
120,19,49,6.762471628999998,23,56.45229202,84.26830701,25.79448878,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
95,16,55,6.612847999,16,40.12650421,87.55055105,25.26931156,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
83,29,52,6.704688865,18,46.05122728,87.5931128,25.76402693,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
83,9,45,6.049609892,19,46.85176955,89.13163965,25.85483596,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
91,21,50,6.762030215,19,48.32113628,81.44030363,24.33528185,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
116,5,54,6.65398725,23,57.23028471,80.99313508,25.37601283,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
112,28,54,6.738030547,22,55.29563514,85.05318563,24.86094646,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
88,29,51,6.095689937,19,48.45978627,88.94568335,24.71885473,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
118,15,45,6.538006356,19,48.01138482,84.20576992,24.21495706,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
92,21,48,6.377427122,22,54.82963379,82.043255,25.81692236,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
106,14,45,6.417011754,23,57.26773002,84.16390229,24.47018505,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
99,5,47,6.649086972,20,51.19470197,84.84494575,24.13078816,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
98,8,51,6.25933595,20,49.43050977,86.52258079,26.1793464,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
108,22,46,6.121168559,21,53.33484977,86.72952049999998,26.17668721,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
119,7,55,6.031424482,18,44.3993381,84.6378378,26.03867719,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
117,27,48,6.8352681839999985,22,54.30660782,82.39053979,26.53259325,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
109,10,53,6.5517503060000015,18,46.06193778,87.8274604,26.81938687,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
80,16,46,6.940236218,19,48.47833278,81.40297428,25.50405534,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
100,18,52,6.87606733,23,56.47941847,80.38266489,26.20234499,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
91,7,53,6.457216535,17,43.52897517,89.28272716,25.13735887,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
86,6,53,6.921847887999999,17,42.10681516,83.47202566,25.92030221,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
107,5,52,6.8814257460000015,23,57.40847165,89.98405233,26.6634609,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
103,16,49,6.915717008,21,51.75212401,81.64075303,24.06731461,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
101,20,48,6.2062474939999985,23,57.05709413,82.75411437,24.6774157,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
85,25,47,6.29542477,23,58.48160844,87.64081095,26.11440416,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
84,7,51,6.399669044,22,55.74073582,87.65694462,26.81530456,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
102,28,54,6.862157042000001,22,55.49541453,80.27525115,25.15623099,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
98,25,52,6.224066378,20,49.29456609,83.15393658,25.2801372,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
97,25,50,6.093814669,20,49.08553937,80.90127035,26.22005978,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
90,16,45,6.291540277999999,20,50.55710813,80.61750795,24.92093261,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
95,12,46,6.32281728,22,54.65423596,81.01009354,26.21667586,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
82,23,49,6.873283991,21,51.70497792,87.21986949,26.81383586,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
82,25,51,6.074209622000001,19,48.11248366,87.47409052,24.31334971,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
110,28,46,6.49889585,21,51.26046418,88.04541346,24.29105004,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
118,21,51,6.678805092,19,48.58241822,86.33904774,24.42998931,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
120,20,45,6.114128685,22,54.22722466,88.6984228,25.66576039,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
91,7,52,6.405054243,23,56.39962921,83.46230461,25.07803672,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
81,6,55,6.110142735,21,51.70699144,85.87059083,24.88910524,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
101,13,54,6.828982708,23,56.34144589,82.91481799,25.42900869,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
101,17,55,6.4514997639999985,18,44.63907691,87.1269128,24.37118217,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
111,6,53,6.3135129989999985,18,46.06382209,88.59143088,26.493064500000006,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
107,10,49,6.755192025,18,45.24690619,89.00481725,25.83202912,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
115,11,46,6.623167177000001,16,40.32161859,89.39655519,24.41592661,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
84,25,52,6.12532356,18,44.20899581,81.2514818,24.37190239,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
120,7,47,6.653867608,22,54.76576239999999,83.03687902,24.24782473,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
91,12,46,6.343942518,19,48.31219031,85.49938185,24.64458469,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
89,22,52,6.217300786,21,53.14626213,86.10782926,24.89681131,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
113,19,46,6.286387658,20,49.52320689,81.12122989,25.41864024,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
97,22,50,6.769893799999998,24,58.97878791,86.14585891,26.26028739,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
117,30,50,6.744966312000001,19,46.59207341,87.20772913,24.90123934,watermelon,Unknown,Any,Any,Any,NPK,Compost,None
